passage_id,chapter,section,subsection,page,text,heading_path,kind,text_clean,word_count,nn,nn_sim,x,y,cluster,cluster_name,cluster_short,words,phrases
p1005,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Literature (LIT),317,"This course focuses primarily on realism (Howells, James, Gilman, Harper, Johnson), naturalism (Dreiser, Norris, Crane), and regionalism (Twain, Jewett, Chopin, Chesnutt) during the rise of consumer-managerial capitalism, first-wave feminism, and Jim-Crow Reconstruction. Possible attention to early utopian fiction (Adams, Bellamy, Gilman, Howells) or the impact of journalism (Dreiser, Crane, Henry Adams, Jane Addams, and the muckrakers) on fiction.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Literature (LIT) > LIT 301 The Realist Moment (4 credits),prose,"This course focuses primarily on realism (Howells, James, Gilman, Harper, Johnson), naturalism (Dreiser, Norris, Crane), and regionalism (Twain, Jewett, Chopin, Chesnutt) during the rise of consumer-managerial capitalism, first-wave feminism, and Jim-Crow Reconstruction. Possible attention to early utopian fiction (Adams, Bellamy, Gilman, Howells) or the impact of journalism (Dreiser, Crane, Henry Adams, Jane Addams, and the muckrakers) on fiction.",58,p1006 p1007 p1009 p0985 p1313,0.716 0.588 0.579 0.559 0.551,7.78786,-0.74155676,6,"History, Religion & Society",History & Religion,"adams, fiction, james, realism, henry, journalism, reconstruction, primarily, capitalism, rise, possible, early","course focuses, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral, world role, world war, writing argumentation"
p1006,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Literature (LIT),317,"This course is focused on the fiction, primarily the novel, that distinguishes the American literary response to the phenomena of “modernity” in the 1920s and 1930s: modernization, urbanization, the rise of consumer and finance capitalism, the Harlem Renaissance and “New Negro” Movements, the anti-immigration and Indian citizenship acts, the press of ethnic upward mobility, and the European literary experimentation called “modernism,” the world-entailing crash of the U.S. stock market. To be drawn from the works of: Stein, Cather, Wharton, Fitzgerald, Hemingway, Dos Passos, Larsen, Toomer, Schuyler, Hurston, Barnes, Hammett, Roth, McKay, Faulkner, DiDonato, Steinbeck.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Literature (LIT) > LIT 302 America’s Novel Modernity (4 credits),prose,"This course is focused on the fiction, primarily the novel, that distinguishes the American literary response to the phenomena of “modernity” in the 1920s and 1930s: modernization, urbanization, the rise of consumer and finance capitalism, the Harlem Renaissance and “New Negro” Movements, the anti-immigration and Indian citizenship acts, the press of ethnic upward mobility, and the European literary experimentation called “modernism,” the world-entailing crash of the U.S. stock market. To be drawn from the works of: Stein, Cather, Wharton, Fitzgerald, Hemingway, Dos Passos, Larsen, Toomer, Schuyler, Hurston, Barnes, Hammett, Roth, McKay, Faulkner, DiDonato, Steinbeck.",94,p1005 p0915 p1007 p1343 p1009,0.716 0.607 0.574 0.571 0.568,7.8634963,-0.8470384,6,"History, Religion & Society",History & Religion,"literary, stock, consumer, experimentation, response, urbanization, modernization, phenomena, called, modernity, primarily, indian","stock market, course focused, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral, world role, world war"
p1007,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Literature (LIT),317,"This course focuses on the fictional, theatrical, cinematic, poetic, and new-journalist representation of the Cold War and its “Hot” manifestations (the Korean and, especially, the Vietnam War, as well as the violent turns in U.S. Radicalism). From the rise of postmodernism and the Beat era (Kerouac, Ginsberg, O’Connor, Williams, Miller) through treatments of the Civil Rights Movement, the New Left, and various manifestations of the Counter Culture (Eastern religions, the sexual revolution, communes, Afro-naturalism, Rowan and Martin’s Laugh-In), especially the anti-War Movement and Black Protest movements, to whatever of the 1970s (belated Vietnam films, feminist impact, etc.) works for closure.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Literature (LIT) > LIT 303 The Literary Arts of the Cold War (4 credits),prose,"This course focuses on the fictional, theatrical, cinematic, poetic, and new-journalist representation of the Cold War and its “Hot” manifestations (the Korean and, especially, the Vietnam War, as well as the violent turns in U.S. Radicalism). From the rise of postmodernism and the Beat era (Kerouac, Ginsberg, O’Connor, Williams, Miller) through treatments of the Civil Rights Movement, the New Left, and various manifestations of the Counter Culture (Eastern religions, the sexual revolution, communes, Afro-naturalism, Rowan and Martin’s Laugh-In), especially the anti-War Movement and Black Protest movements, to whatever of the 1970s (belated Vietnam films, feminist impact, etc.) works for closure.",100,p1005 p1006 p0768 p0983 p0956,0.588 0.574 0.541 0.535 0.533,7.9047933,-0.8047218,6,"History, Religion & Society",History & Religion,"manifestations, movement, especially, war, theatrical, protest, cinematic, treatments, turns, fictional, black, left","various manifestations, cold war, civil rights, course focuses, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral"
p1008,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Literature (LIT),317,"Women’s, ethnic, and especially ethnic women’s writing from the breakthroughs of Walker, Morrison, Hong Kingston, Bambara, Silko, Joan Chase, and Paule Marshall to the glory days of Erdrich, Naylor, Alvarez, Cisneros, Anzaldúa, Jen, Kogawa, Adrienne Kennedy, Suzan-Lori Parks, and—of course—Morrison again, along with their male dissenters and allies, such as Ishmael Reed, Charles Fuller, Tony Kushner, Charles Johnson, Chang-Rae Lee, Oscar Hijuelos, Richard Rodriguez, David Henry Hwang, Junot Diaz, and Ron Hansen.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Literature (LIT) > LIT 304 The Center Stage of Ethnic and Women’s Writing (4 credits),prose,"Women’s, ethnic, and especially ethnic women’s writing from the breakthroughs of Walker, Morrison, Hong Kingston, Bambara, Silko, Joan Chase, and Paule Marshall to the glory days of Erdrich, Naylor, Alvarez, Cisneros, Anzaldúa, Jen, Kogawa, Adrienne Kennedy, Suzan-Lori Parks, and—of course—Morrison again, along with their male dissenters and allies, such as Ishmael Reed, Charles Fuller, Tony Kushner, Charles Johnson, Chang-Rae Lee, Oscar Hijuelos, Richard Rodriguez, David Henry Hwang, Junot Diaz, and Ron Hansen.",72,p1007 p0558 p1006 p1012 p1010,0.521 0.521 0.499 0.498 0.495,7.6685357,-0.8173614,6,"History, Religion & Society",History & Religion,"women, ethnic, henry, male, lee, days, hong, especially, writing, course, wrong, wuhan","ability communicate, ability disciplinary, ability read, ability write, able speak, abroad program, absence personal, absence university, abstract algebra, abstract concepts, academic advising, academic advisor"
p1009,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Literature (LIT),318,"This course treats issues of the globe in the U.S. and the U.S. in the globe, as imagined in both Maximalist fiction of various orders (DeLillo, Wallace, Silko, Butler, Delaney, Chabron) and the auto-ethnographic and multicultural contact novel (Morrison, Lee, Cole, Díaz, Shteyngart, Adichie, Hoessini, Hamid, Beatty, Whitehead) centered in the multicultural U.S.--as well as whatever global anglophone writing (Sebald, Mitchell, Coetzee), the graphic novel (Speigelman, Satrapi, Sacco, Eisner, Bechdel, the Hernandez brothers), or serial television (The Sopranos, The Wire, Breaking Bad) works for a particular term.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Literature (LIT) > LIT 305 The U.S. and the Contemporary Global Imagination (4 credits),prose,"This course treats issues of the globe in the U.S. and the U.S. in the globe, as imagined in both Maximalist fiction of various orders (DeLillo, Wallace, Silko, Butler, Delaney, Chabron) and the auto-ethnographic and multicultural contact novel (Morrison, Lee, Cole, Díaz, Shteyngart, Adichie, Hoessini, Hamid, Beatty, Whitehead) centered in the multicultural U.S.--as well as whatever global anglophone writing (Sebald, Mitchell, Coetzee), the graphic novel (Speigelman, Satrapi, Sacco, Eisner, Bechdel, the Hernandez brothers), or serial television (The Sopranos, The Wire, Breaking Bad) works for a particular term.",87,p0983 p1005 p1343 p0558 p1006,0.584 0.579 0.573 0.571 0.568,7.8238974,-0.8981304,6,"History, Religion & Society",History & Religion,"multicultural, globe, novel, lee, graphic, television, centered, contact, fiction, works, particular, various","ability communicate, ability disciplinary, ability read, ability write, able speak, abroad program, absence personal, absence university, abstract algebra, abstract concepts, academic advising, academic advisor"
p1010,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Literature (LIT),318,"This course examines melodrama as a genre in literature and as a mode of representation in film and other media. In examining representative works the course pays attention to key issues in cultural theory, including: gender construction, class formation, racial recognition, and national identity-building. The course places equal emphasis on texts from US and Chinese cultures and uses a comparative method to explore the politics of cross-cultural representation in both societies, leading to a critical understanding of how China is represented in US melodrama, and vice-versa.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Literature (LIT) > LIT 306 Melodrama East and West (4 credits),prose,"This course examines melodrama as a genre in literature and as a mode of representation in film and other media. In examining representative works the course pays attention to key issues in cultural theory, including: gender construction, class formation, racial recognition, and national identity-building. The course places equal emphasis on texts from US and Chinese cultures and uses a comparative method to explore the politics of cross-cultural representation in both societies, leading to a critical understanding of how China is represented in US melodrama, and vice-versa.",86,p0989 p0997 p0882 p0881 p0710,0.688 0.677 0.666 0.643 0.623,7.2285886,-1.1286495,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,"representation, represented, representative, pays, equal, genre, racial, construction, method, places, leading, examining","understanding china, texts chinese, film media, course pays, key issues, course examines, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced"
p1011,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Literature (LIT),318,"This course introduces the theory, method, and practice of digital storytelling. Students will learn to analyze digital storytelling in various media forms and modes of production, and evaluate the cultural impact of new media narratives. They will explore digital storytelling affordances including text, video, audio, design, animation, and interactivity. Students will gain hands-on experience developing digital narratives and creating digital critiques. No specific digital media authoring experience is required.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Literature (LIT) > LIT 307 Digital Storytelling (4 credits),prose,"This course introduces the theory, method, and practice of digital storytelling. Students will learn to analyze digital storytelling in various media forms and modes of production, and evaluate the cultural impact of new media narratives. They will explore digital storytelling affordances including text, video, audio, design, animation, and interactivity. Students will gain hands-on experience developing digital narratives and creating digital critiques. No specific digital media authoring experience is required.",69,p1089 p1088 p1073 p1103 p1077,0.683 0.676 0.622 0.619 0.615,6.2754116,0.20475972,4,"Media, Film & Visual Arts",Media & Film,"digital, storytelling, narratives, media, experience, critiques, animation, modes, audio, text, creating, method","digital storytelling, hands-on experience, impact new, experience developing, learn analyze, new media, digital media, students gain, course introduces, students learn, writing papers, writing short"
p1012,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Literature (LIT),318,"A study of the works and dramatized presence of any number of iconic figures on America’s cultural stage, which varies each term according to the expertise of the instructor. The course could have a pre-Revolutionary focus, treating semi-mythic figures such as Bradford, Wild Bill Hickock, Pocohantas, Morton, Adams and Hamilton. It might look at mid-19th century such as Andrew Jackson, Sitting Bull, Abraham Lincoln, John Brown, Fanny Fern, Thomas Dartmouth Rice, “Little Eva,” “Stagger Lee,” and “John Henry.” Or it will focus on more recent icons, from Teddy Roosevelt, Harry Houdini, Bessie Smith, Louis Armstrong, Duke Ellington, Valentino, and Mae West in the early decades to Billie Holiday, Frank Sinatra, and Judy Garland (to cite only the singers) at mid-century to Kennedy, Malcolm X, and Martin Luther King in the sixties (to cite only the politicos) or even Madonna, Tupac, Gaga, Beyoncé and Kendrick Lamar (back to the musicians). A study of the interplay among their arts, their celebrity personae, and their impact on ethnic, national, and international scenes.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Literature (LIT) > LIT 308 American Icons (4 credits),prose,"A study of the works and dramatized presence of any number of iconic figures on America’s cultural stage, which varies each term according to the expertise of the instructor. The course could have a pre-Revolutionary focus, treating semi-mythic figures such as Bradford, Wild Bill Hickock, Pocohantas, Morton, Adams and Hamilton. It might look at mid-19th century such as Andrew Jackson, Sitting Bull, Abraham Lincoln, John Brown, Fanny Fern, Thomas Dartmouth Rice, “Little Eva,” “Stagger Lee,” and “John Henry.” Or it will focus on more recent icons, from Teddy Roosevelt, Harry Houdini, Bessie Smith, Louis Armstrong, Duke Ellington, Valentino, and Mae West in the early decades to Billie Holiday, Frank Sinatra, and Judy Garland (to cite only the singers) at mid-century to Kennedy, Malcolm X, and Martin Luther King in the sixties (to cite only the politicos) or even Madonna, Tupac, Gaga, Beyoncé and Kendrick Lamar (back to the musicians). A study of the interplay among their arts, their celebrity personae, and their impact on ethnic, national, and international scenes.",169,p1008 p1010 p0990 p1342 p1007,0.498 0.489 0.487 0.478 0.452,7.5942717,-0.93102276,4,"Media, Film & Visual Arts",Media & Film,"john, figures, adams, treating, interplay, henry, thomas, pre-revolutionary, holiday, brown, focus, presence","national international, instructor course, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral, world role, world war"
p1013,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Material Science (MATSCI),319,"This is the introductory lecture class for sophomore students in Materials Science at Duke Kunshan University. This course is an introduction to topics fundamental to materials science: structure, bonding, and thermodynamics. Bonding is the foundation of structure, and the structure provides constraints on the thermo-dynamic properties of materials. These topics are intimately related and are required for a full understanding of materials' synthesis, fabrication, and processing.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Material Science (MATSCI) > MATSCI 201 Fundamentals of Materials Science (4 credits),prose,"This is the introductory lecture class for sophomore students in Materials Science at Duke Kunshan University. This course is an introduction to topics fundamental to materials science: structure, bonding, and thermodynamics. Bonding is the foundation of structure, and the structure provides constraints on the thermo-dynamic properties of materials. These topics are intimately related and are required for a full understanding of materials' synthesis, fabrication, and processing.",66,p0648 p1019 p0496 p1158 p0653,0.598 0.586 0.584 0.581 0.559,10.404982,4.1918783,10,"Computer Science, Math & Data Science",CS / Math / Data,"materials, structure, fabrication, sophomore, lecture, thermodynamics, synthesis, processing, science, topics, introductory, foundation","materials science, materials synthesis, university course, course introduction, properties materials, kunshan university, duke kunshan, writing papers, writing short, writing skills, writing speaking, writing stories"
p1014,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Material Science (MATSCI),319,"Prerequisite(s): INTGSCI 102; or, CHEM 110 or 120, and PHYS 121",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Material Science (MATSCI) > MATSCI 201 Fundamentals of Materials Science (4 credits),prose,"Prerequisite(s): INTGSCI 102; or, CHEM 110 or 120, and PHYS 121",11,p0640 p0608 p0588 p1142 p0843,0.961 0.925 0.915 0.884 0.881,8.881302,6.25233,3,Course Prerequisites,Prerequisites,"intgsci, phys, chem, prerequisite, wrong, wuhan, year, years, yeast, yielded, yoga, york","chem phys, intgsci chem, prerequisite intgsci, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral, world role"
p1015,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Material Science (MATSCI),319,"This course focuses on providing students with mathematical knowledge to understand structureproperty relationship in materials. The course will be based on “Advanced Calculus for Applications”, which is a textbook designed for undergraduate students with interests in materials science and engineering. Topics include: Number Systems and Algebra of Complex Numbers, Elementary Complex Functions, Analytic Functions, Complex Integrals, Taylor Series, Laurent Series, Differential Equations, etc.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Material Science (MATSCI) > MATSCI 202 Mathematical Method for Materials Science (4 credits),prose,"This course focuses on providing students with mathematical knowledge to understand structureproperty relationship in materials. The course will be based on “Advanced Calculus for Applications”, which is a textbook designed for undergraduate students with interests in materials science and engineering. Topics include: Number Systems and Algebra of Complex Numbers, Elementary Complex Functions, Analytic Functions, Complex Integrals, Taylor Series, Laurent Series, Differential Equations, etc.",63,p1023 p0496 p1057 p1052 p1158,0.658 0.632 0.562 0.555 0.552,9.920605,4.1789913,10,"Computer Science, Math & Data Science",CS / Math / Data,"complex, functions, series, materials, integrals, elementary, analytic, numbers, differential, equations, algebra, mathematical","students interests, materials course, science engineering, differential equations, materials science, undergraduate students, course focuses, topics include, writing papers, writing short, writing skills, writing speaking"
p1016,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Material Science (MATSCI),319,Prerequisite(s): MATH 201,Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Material Science (MATSCI) > MATSCI 202 Mathematical Method for Materials Science (4 credits),prose,Prerequisite(s): MATH 201,3,p1044 p1324 p1059 p1056 p1040,0.982 0.959 0.957 0.950 0.947,7.810598,5.2646685,3,Course Prerequisites,Prerequisites,"math, prerequisite, wrong, wuhan, year, years, yeast, yielded, yoga, york, world, world-class","prerequisite math, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral, world role, world war, writing argumentation"
p1017,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Material Science (MATSCI),319,"This lab course is designed to expose student to synthesis and characterization methods commonly used in materials science. Solution based methods, chemical vapor deposition, solid-solid reaction, SEM, TEM, x-ray diffraction RAMAN, IR, and electrochemical characterization will be the topics with which students will have hands-on experience.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Material Science (MATSCI) > MATSCI 301 Materials Synthesis and Characterization (Lab) (4 credits),prose,"This lab course is designed to expose student to synthesis and characterization methods commonly used in materials science. Solution based methods, chemical vapor deposition, solid-solid reaction, SEM, TEM, x-ray diffraction RAMAN, IR, and electrochemical characterization will be the topics with which students will have hands-on experience.",46,p0643 p0653 p0633 p0496 p0639,0.664 0.611 0.610 0.589 0.587,10.432732,3.936771,10,"Computer Science, Math & Data Science",CS / Math / Data,"characterization, commonly, reaction, lab, solution, synthesis, methods, hands-on, chemical, based, materials, designed","hands-on experience, topics students, synthesis characterization, materials science, course designed, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english"
p1018,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Material Science (MATSCI),319,Prerequisite(s): MATSCI 201; MATH 201; and INGTGSCI 102 or PHYS 121,Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Material Science (MATSCI) > MATSCI 301 Materials Synthesis and Characterization (Lab) (4 credits),prose,Prerequisite(s): MATSCI 201; MATH 201; and INGTGSCI 102 or PHYS 121,11,p1020 p1142 p1157 p1155 p1148,0.985 0.885 0.859 0.859 0.857,8.140302,5.7389092,3,Course Prerequisites,Prerequisites,"matsci, phys, math, prerequisite, wrong, wuhan, year, years, yeast, yielded, yoga, york","prerequisite matsci, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral, world role, world war, writing argumentation"
p1019,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Material Science (MATSCI),319,"This course discusses the electronic, optical and magnetic properties of materials, and how the properties are related to their electronic and molecular structures. Specific examples of important materials will be discussed in the class, including materials for electronic devices, materials for electro-optical devices, optical fibers, solar cells and other devices. How the chemical composition and physical structure changes the properties at nanoscale will also be a major topic of discussion.","Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Material Science (MATSCI) > MATSCI 302 Electronic, Optical and Magnetic Properties of Materials (4 credits)",prose,"This course discusses the electronic, optical and magnetic properties of materials, and how the properties are related to their electronic and molecular structures. Specific examples of important materials will be discussed in the class, including materials for electronic devices, materials for electro-optical devices, optical fibers, solar cells and other devices. How the chemical composition and physical structure changes the properties at nanoscale will also be a major topic of discussion.",70,p1024 p0653 p0498 p0501 p1158,0.706 0.675 0.645 0.644 0.633,10.385893,4.237531,10,"Computer Science, Math & Data Science",CS / Math / Data,"electronic, devices, optical, materials, properties, composition, discusses, nanoscale, cells, magnetic, topic, examples","optical magnetic, electronic optical, course discusses, magnetic properties, properties materials, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english"
p1020,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Material Science (MATSCI),319,Prerequisite(s): MATSCI 201; MATH 201; and PHYS 121 or INTGSCI 102,"Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Material Science (MATSCI) > MATSCI 302 Electronic, Optical and Magnetic Properties of Materials (4 credits)",prose,Prerequisite(s): MATSCI 201; MATH 201; and PHYS 121 or INTGSCI 102,11,p1018 p1142 p1155 p1157 p1148,0.985 0.918 0.872 0.871 0.864,8.105762,5.7515445,3,Course Prerequisites,Prerequisites,"matsci, intgsci, phys, math, prerequisite, wrong, wuhan, year, years, yeast, yielded, yoga","prerequisite matsci, math phys, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral, world role, world war"
p1021,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Material Science (MATSCI),319,"The state of matter is dependent upon temperature, thermal history, and other variables. In this course the science of structural transitions is treated, with the purpose in mind of utilizing them for producing materials with superior properties. The subjects covered include the methods of structural analysis, solidification, solid state transformation, and order-disorder transition.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Material Science (MATSCI) > MATSCI 303 Phase Transformations (4 credits),prose,"The state of matter is dependent upon temperature, thermal history, and other variables. In this course the science of structural transitions is treated, with the purpose in mind of utilizing them for producing materials with superior properties. The subjects covered include the methods of structural analysis, solidification, solid state transformation, and order-disorder transition.",53,p1013 p0653 p1158 p0638 p0500,0.558 0.531 0.500 0.490 0.476,10.39126,4.185062,10,"Computer Science, Math & Data Science",CS / Math / Data,"structural, state, utilizing, transitions, treated, producing, temperature, thermal, subjects, mind, transformation, variables","solid state, covered include, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral, world role, world war"
p1022,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Material Science (MATSCI),320,Prerequisite(s): MATSCI 201; PHYS 302 or CHEM 301,Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Material Science (MATSCI) > MATSCI 303 Phase Transformations (4 credits),prose,Prerequisite(s): MATSCI 201; PHYS 302 or CHEM 301,8,p0644 p1025 p0647 p0599 p1014,0.849 0.833 0.823 0.818 0.817,8.900662,6.1062775,3,Course Prerequisites,Prerequisites,"matsci, phys, chem, prerequisite, wrong, wuhan, year, years, yeast, yielded, yoga, york","prerequisite matsci, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral, world role, world war, writing argumentation"
p1023,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Material Science (MATSCI),320,"The course will discuss the origin of mechanical properties in materials, mostly solid-state materials. Topics will include: continuum elasticity and plasticity, slip geometry and dislocation theory, Strengthening mechanisms in metals and alloys, thermal effects, creep, fracture and fatigue etc. This course will include basic mechanisms and engineering analysis.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Material Science (MATSCI) > MATSCI 401 Mechanical Properties of Materials (4 credits),prose,"The course will discuss the origin of mechanical properties in materials, mostly solid-state materials. Topics will include: continuum elasticity and plasticity, slip geometry and dislocation theory, Strengthening mechanisms in metals and alloys, thermal effects, creep, fracture and fatigue etc. This course will include basic mechanisms and engineering analysis.",48,p1158 p1015 p0496 p0653 p1139,0.680 0.658 0.625 0.590 0.561,10.149964,4.177619,10,"Computer Science, Math & Data Science",CS / Math / Data,"mechanisms, materials, strengthening, origin, metals, thermal, mechanical, geometry, include, engineering, effects, properties","mechanical properties, course discuss, properties materials, course include, topics include, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english"
p1024,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Material Science (MATSCI),320,"The main purpose of this course is to introduce students to key concepts underlying the design, properties and processing of nanoscale functional materials, and how they are employed in practical applications. Fundamental chemical and physical principles underlying the properties of electronic, dielectric and magnetic materials will be developed in the context of metals, semiconductors, insulators, crystals, glasses, polymers and ceramics. Miniaturization and the nanotechnology revolution confront materials science with limitations and opportunities; examples in which nanoscale materials are different from our macro world experience will be explored.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Material Science (MATSCI) > MATSCI 402 Introduction to Nanoscale Functional Materials (4 credits),prose,"The main purpose of this course is to introduce students to key concepts underlying the design, properties and processing of nanoscale functional materials, and how they are employed in practical applications. Fundamental chemical and physical principles underlying the properties of electronic, dielectric and magnetic materials will be developed in the context of metals, semiconductors, insulators, crystals, glasses, polymers and ceramics. Miniaturization and the nanotechnology revolution confront materials science with limitations and opportunities; examples in which nanoscale materials are different from our macro world experience will be explored.",87,p1019 p0653 p0496 p1158 p1026,0.706 0.693 0.650 0.606 0.560,10.354255,4.217711,10,"Computer Science, Math & Data Science",CS / Math / Data,"materials, nanoscale, underlying, properties, insulators, nanotechnology, crystals, semiconductors, employed, metals, confront, polymers","nanoscale functional, functional materials, chemical physical, course introduce, key concepts, introduce students, materials science, writing papers, writing short, writing skills, writing speaking, writing stories"
p1025,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Material Science (MATSCI),320,Prerequisite(s): PHYS 122; MATSCI 302,Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Material Science (MATSCI) > MATSCI 402 Introduction to Nanoscale Functional Materials (4 credits),prose,Prerequisite(s): PHYS 122; MATSCI 302,5,p1150 p1020 p1164 p1018 p1155,0.869 0.855 0.853 0.850 0.837,8.202408,5.723156,3,Course Prerequisites,Prerequisites,"matsci, phys, prerequisite, wrong, wuhan, year, years, yeast, yielded, yoga, york, world","prerequisite phys, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral, world role, world war, writing argumentation"
p1026,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Material Science (MATSCI),320,"This course is designed to meet the changing quantum mechanics needs in such areas as solid-state research, quantum electronics, materials science, etc. The course will explain multiparticle Hamiltonians, potential wells and how they apply to electrons in solids (solid state physics) as well as the harmonic potential and applications in solid state. The physics about low dimensional structures such as quantum wells/2-dimensional materials, nanowires and quantum dots will also be discussed.",Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Material Science (MATSCI) > MATSCI 403 Quantum Physics for Materials Science (4 credits),prose,"This course is designed to meet the changing quantum mechanics needs in such areas as solid-state research, quantum electronics, materials science, etc. The course will explain multiparticle Hamiltonians, potential wells and how they apply to electrons in solids (solid state physics) as well as the harmonic potential and applications in solid state. The physics about low dimensional structures such as quantum wells/2-dimensional materials, nanowires and quantum dots will also be discussed.",71,p1158 p1141 p0643 p0496 p1024,0.614 0.603 0.600 0.582 0.560,10.05662,4.111011,10,"Computer Science, Math & Data Science",CS / Math / Data,"quantum, dimensional, solid, potential, physics, materials, state, solids, electrons, electronics, low, explain","solid state, potential applications, quantum mechanics, science course, materials science, course designed, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced"
p1027,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Material Science (MATSCI),320,Prerequisite(s): PHYS 401,Part 10: Majors and Courses > Course Descriptions > Courses with Course Subject: Material Science (MATSCI) > MATSCI 403 Quantum Physics for Materials Science (4 credits),prose,Prerequisite(s): PHYS 401,3,p1150 p1025 p1157 p1155 p1164,0.822 0.764 0.755 0.753 0.738,8.26982,5.559233,3,Course Prerequisites,Prerequisites,"phys, prerequisite, wrong, wuhan, year, years, yeast, yielded, yoga, york, world, world-class","prerequisite phys, writing papers, writing short, writing skills, writing speaking, writing stories, written advanced, written english, written oral, world role, world war, writing argumentation"
